"","rowid","source","doi","article","tech.a1","tech.a2","tech.a3","tech.a4","tech.a5","tech.a6","tech.1","tech.2","tech.3","tech.4","tech.5","tech.6","tech.7","tech.8","tech.9","tech.10","tech.11","tech.12","risk.b1","risk.13","risk.14","risk.15","risk.16","risk.17","risk.18","risk.19","risk.20","technical.quality","risk.quality","total.quality","score.source","tech.tier.zero","tech.tier.zero.criteria.failure","risk.tier.zero","risk.tier.zero.criteria.failure","authors","year","genus","species","organism.group","environment","life.stage","invitro.invivo","sex","body.length.cm","body.size.source","max.size.ingest.mm","ingest.size.source","exposure.route","leachate.only","mix","type","negative.control","reference.material","exposure.media","solvent","detergent","media.sal.ppt","media.ph","media.temp","media.temp.min","media.temp.max","exposure.duration.d","treatments","replicates","dosing.frequency","sample.size","dose.particles.mL.nominal","dose.particles.mL.min.nominal","dose.particles.mL.max.nominal","dose.mg.L.nominal","dose.mg.kg.sed.nominal","dose.mg.kg.food.nominal","dose.particles.kg.food.nominal","dose.percent.sed.nominal","dose.particles.m2.nominal","dose.mg.m2.nominal","dose.percent.food.nominal","dose.particles.kg.sed.nominal","chem.add.nominal","chem.add.dose.mg.L.nominal","chem.exp.typ.nominal","dose.particles.mL.measured","dose.mg.L.measured","dose.mg.kg.sed.measured","dose.mg.kg.food.measured","dose.particles.kg.food.measured","dose.particles.kg.food.min.measured","dose.particles.kg.food.max.measured","dose.percent.sed.measured","dose.particles.m2.measured","chem.add.dose.mg.L.measured","dose.particles.mL.master","dose.particles.mL.master.converted.reported","dose.mg.L.master","dose.mg.L.master.converted.reported","effect","effect.metric","af.time","acute.chronic","af.noec","direction","stat.clarity","lvl1","lvl2","lvl3","effect.score","bio.org","target.cell.tissue","polymer","density.g.cm3","density.mg.um.3","density.reported.estimated","shape","charge","zetapotential.mV","zetapotential.media","functional.group","size.length.mm.nominal","size.length.min.mm.nominal","size.length.max.mm.nominal","size.length.mm.measured","size.length.min.mm.measured","size.length.max.mm.measured","size.width.mm.nominal","size.width.min.mm.nominal","size.width.max.mm.nominal","size.width.mm.measured","size.width.min.mm.measured","size.width.max.mm.measured","size.height.mm.nominal","size.height.min.mm.nominal","size.height.max.mm.nominal","size.height.mm.measured","size.height.min.mm.measured","size.height.max.mm.measured","csf","csf.calculated.estimated","size.length.um.used.for.conversions","size.width.um.used.for.conversions","particle.surface.area.um2","particle.volume.um3","mass.per.particle.mg","size.category","weather.biofoul","size.valid","size.valid.method","size.valid.media","shape.valid","shape.valid.method","polymer.valid","polymer.valid.method","particle.source","supplier.part","sodium.azide","contaminant.screen","sol.rinse","clean.method","background.plastics","concentration.valid","particle.behavior","uptake.valid","uptake.valid.method","tissue.distribution","fed","curator","effect_f","size_f","shape_f","poly_f","org_f","lvl1_f","lvl2_f","lvl3_f","bio_f","vivo_f","life_f","env_f","species_f","af.time_noNA","acute.chronic_f","tier_zero_tech_f","tier_zero_risk_f","weather.biofoul_f","treatment_range","max.size.ingest.um","exp_type_f","dose.surface.area.um2.mL.master","particle.surface.area.um2.mg","polydispersity","size.length.min.um.used.for.conversions","size.width.min.um.used.for.conversions","size.height.min.um.used.for.conversions","size.length.max.um.used.for.conversions","size.width.max.um.used.for.conversions","size.height.max.um.used.for.conversions","particle.surface.area.um2.min","particle.surface.area.um2.max","particle.volume.um3.min","particle.volume.um3.max","mass.per.particle.mg.min","mass.per.particle.mg.max","dose.um3.mL.master","dose.um2.mL.master","dose.um2.ug.mL.master","environment.noNA","Species","Group"
"39",2920,"Koelmans","10.1016/j.scitotenv.2019.04.017",89,2,2,2,2,2,2,1,2,1,2,1,0,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,16,14,30,"de Ruijter","Pass",NA,"Pass",NA,"Silva",2019,"Chironomus","riparius","Insect","Freshwater","Early","invivo","M",5,"10.1007/BF00016865",3.41120548281277,NA,"sediment","N","N","Lab","Y","N","astm hard water",NA,NA,NA,NA,20,NA,NA,10,5,13,1,5,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,10,"acute",NA,NA,"Clear","fitness","development","emergence",3,"organism",NA,"PE",0.935,9.35e-10,"estimated","fragment",NA,NA,NA,NA,NA,NA,NA,NA,0.125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",312.5,NA,704107.332370187,6347551.5532966,0.002390453,4,"N","Y","microscopy",NA,"N",NA,"N",NA,"commercial","sigma,9002-88-4,goodfellow,708-316-83","N","N","No","Not Cleaned","Y","Y","Not Evaluated","Y","nitric acid digestion microscopy","whole body","Y","LTH","No","100µm < 1mm","Fragment","Polyethylene","Insect","Fitness","Development","Emergence","Organism","In Vivo","Early","Freshwater","Chironomus riparius","10","Acute","Red Criteria Passed","Red Criteria Passed","No","5",3411.20548281277,"Particle Only",NA,294549749.511991,"monodisperse",125,96.25,64.4875,500,385,257.95,112657.17317923,1802514.77086768,606331.472758264,38805214.2565289,0.566919927028977,36.2828753298545,NA,NA,NA,"Freshwater","Chironomus riparius","Insect"
"40",240,"Koelmans","10.1016/j.envpol.2018.02.006",9,2,2,2,2,2,2,2,1,1,2,2,1,0,0,1,2,1,2,2,2,2,0,0,1,1,0,2,15,8,23,"de Ruijter","Pass",NA,"Pass",NA,"Bour",2018,"Ennucula","tenuis","Mollusca","Marine","Adult","invivo",NA,1,"sealifebase.org",0.758577575029184,NA,"sediment","N","N","Lab","Y","N","sediment seawater",NA,NA,34,NA,NA,7.1,7.3,28,3,4,0,5,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,6e+07,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","HONEC",1,"chronic",1,NA,"Clear","behavioral.sense.neuro","burrowing","burrowing",1,"organism",NA,"PE",0.96,9.6e-10,"reported","fragment",NA,NA,NA,NA,NA,0.02,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",22.5,NA,3650.09241100705,2369.21092216485,9.16e-07,3,"N","N",NA,NA,"N",NA,"N",NA,"commercial","micropowders","unknown","Y","No","Not Cleaned","N","N","Not Evaluated","Y","koh disgestion microscopy","whole body","Y","LTH","No","1µm < 100µm","Fragment","Polyethylene","Mollusca","Behavioral, Sensory, Neurological","Burrowing","Burrowing","Organism","In Vivo","Adult","Marine","Ennucula tenuis","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",758.577575029184,"Particle Only",NA,3984817042.58411,"polydisperse",20,15.4,10.318,25,19.25,12.8975,2884.02363338829,4506.2869271692,2483.53371241785,4850.65178206612,0.00238419236392114,0.00465662571078347,NA,NA,NA,"Marine","Ennucula tenuis","Mollusca"
"41",2606,"Koelmans","10.3389/fenvs.2019.00033",80,2,2,2,2,2,2,2,0,1,1,1,0,2,2,0,0,2,2,2,2,2,0,0,2,0,1,1,13,8,21,"de Ruijter","Fail","2","Pass",NA,"Revel",2019,"Mytilus",NA,"Mollusca","Marine","Adult","invivo",NA,15,"sealifebase.org",9.51890176843551,NA,"water","N","Y","Lab","Y","N","artificial seawater",NA,NA,30,NA,15,NA,NA,10,3,8,1,4,112,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,"reported",0.1,"reported","Y","LOEC",10,"acute",2,"increase","Clear","metabolism","oxidative.stress","cat.activity",1,"subcell","gills","PE",0.935,9.35e-10,"estimated","Not Reported",NA,NA,NA,NA,NA,NA,NA,0.287,4e-04,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,NA,NA,NA,NA,4,"N","Y","coulter.counter",NA,"Y","microscopy","N",NA,"modified",NA,"unknown","N","No","Not Cleaned","Y","N","aeration","Y","kohdigestion FTIR","gills,gut,other tissues","Y","LTH","Yes","100µm < 1mm","Not Reported","Polyethylene","Mollusca","Metabolism","Oxidative Stress","Catalase Activity","Subcell","In Vivo","Adult","Marine","Mytilus NA","10","Acute","Red Criteria Failed","Red Criteria Passed","No","3",9518.90176843551,"Particle Only",NA,NA,"monodisperse",0.4,0.308,0.20636,950,731.5,490.105,1.15360945335531,6507078.32283232,0.0198682696993428,266164964.585532,1.85768321688855e-08,248.864241887472,NA,NA,NA,"Marine","Mytilus NA","Mollusca"
"42",4619,"Jacob","10.1016/j.envres.2017.12.019",140,2,2,2,2,2,2,1,1,1,0,1,2,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,7,5,11,"LH,SS","Fail","4","Fail","B1","Rainieri",2018,"Danio","rerio","Fish","Freshwater","Adult","invivo",NA,2.5,"Koelmans 2020",0.4,"Koelmans 2020","food","N","N","Lab","Y","N",NA,NA,NA,NA,NA,26,NA,NA,21,1,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","HONEC",10,"acute",1,NA,"Clear","fitness","mortality","mortality",6,"organism",NA,"PE",0.935,9.35e-10,"estimated","fragment",NA,NA,NA,NA,NA,0.125,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",187.5,NA,253478.639653267,1371071.13551207,0.000516338,4,"N","N",NA,NA,"N",NA,"N",NA,"N",NA,"unknown","Y","octane pentane","rinse","N","N","Not Evaluated","N",NA,NA,"Y","LTH","No","100µm < 1mm","Fragment","Polyethylene","Fish","Fitness","Mortality","Mortality","Organism","In Vivo","Adult","Freshwater","Danio rerio","10","Acute","Red Criteria Failed","Red Criteria Failed","No","1",400,"Particle Only",NA,490916104.670327,"polydisperse",125,96.25,64.4875,250,192.5,128.975,112657.17317923,450628.69271692,606331.472758264,4850651.78206612,0.566919927028977,4.53535941623182,NA,NA,NA,"Freshwater","Danio rerio","Fish"
"43",5348,"Workshop","doi.org/10.1016/j.envpol.2019.01.098",157,2,2,2,2,2,2,2,0,1,1,1,1,0,0,0,0,1,2,2,2,0,2,1,0,0,1,0,9,6,15,"LH,SS","Fail","2","Pass",NA,"Oliviero",2019,"Paracentrotus","lividus","Echinoderm","Marine","Early","invivo",NA,6,"sealifebase.org",4.0445581424139,NA,"water","N","N","Lab","Y","N","artificial seawater",NA,"tween20",34.1,8.1,17.6,NA,NA,1,5,4,0,88,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"reported","Y","LOEC",10,"acute",2,"decrease","Clear","fitness","growth","length",3,"organism",NA,"PVC",1.34,1.34e-09,"estimated","Not Reported",NA,NA,NA,NA,NA,NA,NA,0.0079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,3,"N","Y","coulter.counter",NA,"N",NA,"Y","FTIR","commercial","cetec","unknown","N","No","Not Cleaned","N","N","aeration","N",NA,NA,"N","SK,LTH","Yes","1µm < 100µm","Not Reported","Polyvinylchloride","Echinoderm","Fitness","Growth","Length","Organism","In Vivo","Early","Marine","Paracentrotus lividus","10","Acute","Red Criteria Failed","Red Criteria Passed","No","5",4044.5581424139,"Particle Only",NA,NA,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","Paracentrotus lividus","Echinoderm"
"44",4168,"Jacob","10.1016/j.aquatox.2016.09.015",128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scoring Not Applicable",NA,"Scoring Not Applicable",NA,"Fonte",2016,"Pomatoschistus","microps","Fish","Marine","Juvenile","invivo",NA,9,"fishbase.org",5.90687700693965,NA,"water","N","N","Lab","Y","N","artificial seawater",NA,NA,18,NA,20,NA,NA,4,1,12,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cefalexin",10,"co.exp",NA,0.184,NA,NA,NA,NA,NA,NA,NA,"8.84",10846.11464,"converted",0.184,"reported","N","HONEC",10,"acute",1,NA,"Clear","fitness","mortality","mortality",6,"organism",NA,"PE",1.2,1.2e-09,"reported","sphere",NA,NA,NA,NA,NA,0.001,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,28.27433388,14.13716694,1.7e-08,3,"N","N",NA,NA,"N",NA,"N",NA,"commercial","cospheric","unknown","N","No","Not Cleaned","N","Y","Not Evaluated","N",NA,NA,"N","LTH","No","1µm < 100µm","Sphere","Polyethylene","Fish","Fitness","Mortality","Mortality","Organism","In Vivo","Juvenile","Marine","Pomatoschistus microps","10","Acute","Scoring Not Applicable","Scoring Not Applicable","No","1",5906.87700693965,"Chemical Co-Exposure",306666.666632116,1663196110.58824,"polydisperse",1,1,1,5,5,5,12.5663706143592,314.159265358979,0.523598775598299,65.4498469497874,6.28318530717959e-07,7.85398163397448e-05,153333.333316058,306666.666632116,18039215684242120,"Marine","Pomatoschistus microps","Fish"
"45",5275,"Workshop","doi.org/10.1016/j.envpol.2019.113506 0269-7491",156,2,2,2,2,2,2,2,1,1,2,1,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,2,7,7,14,"AF,VDR","Pass",NA,"Fail","B1","Liu",2020,"Daphnia","pulex","Crustacea","Freshwater","Early","invivo",NA,0.3,"Koelmans 2020",0.07087,"Koelmans 2020","water","N","N","Lab","Y","N","culture water",NA,NA,NA,NA,20,NA,NA,21,1,4,2,1,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4949298.516,"converted",0.001,"reported","Y","LOEC",1,"chronic",2,"decrease","Clear","metabolism","oxidative.stress","mnsod.mrnaexpression",1,"subcell","whole.body","PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,NA,7.5e-05,NA,NA,7.118e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07118,NA,0.015917169,0.000188831,2.02e-13,1,"N","Y","dynamic.light.scatter",NA,"Y","TEM","N",NA,"commercial","baseline.cromtech","N","N","No","Not Cleaned","N","N","Not Evaluated","N",NA,NA,"Y","SK,LTH","Yes","1nm < 100nm","Sphere","Polystyrene","Crustacea","Metabolism","Oxidative Stress","Mn Superoxide Dismutase mRNA expression","Subcell","In Vivo","Early","Freshwater","Daphnia pulex","1","Chronic","Red Criteria Passed","Red Criteria Failed","No","1",70.87,"Particle Only",78778.8209106212,78797866336.6337,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,934.580988074796,78778.8209106212,3.89994162923867e+20,"Freshwater","Daphnia pulex","Crustacea"
"46",1692,"Rochman","10.1016/j.envpol.2016.05.006",54,2,2,2,2,2,2,1,1,2,1,1,0,0,0,2,2,2,2,0,2,2,0,0,0,2,1,2,14,9,23,"AF,VDR","Pass",NA,"Fail","B1","Lagarde",2016,"Chlamydomonas","reinhardtii","Algae","Freshwater","Not Reported","invivo",NA,NA,NA,NA,NA,"water","N","N","Lab","Y","N","tris acetate phosphate medium",NA,NA,NA,NA,24,NA,NA,45,1,3,0,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.21993961,"converted",1000,"reported","N","HONEC",1,"chronic",1,NA,"Clear","metabolism","photosynthesis","psbl.mrnaexpression",2,"subcell",NA,"PE",0.935,9.35e-10,"estimated","fragment",NA,NA,NA,NA,NA,0.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",700,NA,3532928.95090065,71342823.2693591,0.026867319,4,"N","N",NA,NA,"Y","microscopy","Y","FTIR","lab",NA,"N","N","No","Not Cleaned","N","N","cultures agitated","N",NA,NA,NA,"LTH","No","100µm < 1mm","Fragment","Polyethylene","Algae","Metabolism","Photosynthesis","psbl mRNA expression","Subcell","In Vivo","Not Reported","Freshwater","Chlamydomonas reinhardtii","1","Chronic","Red Criteria Passed","Red Criteria Failed","No","1",NA,"Particle Only",131495402.198943,131495403.426767,"polydisperse",400,308,206.36,1000,770,515.9,1153609.45335531,7210059.08347072,19868269.6993428,310441714.052231,18.5768321688855,290.263002638836,2655375573.69245,131495402.198943,4894250974536.87,"Freshwater","Chlamydomonas reinhardtii","Algae"
"47",967,"Koelmans,Rochman","10.1016/j.envpol.2015.10.010",35,2,2,2,2,2,2,1,0,1,0,1,0,0,0,0,0,0,2,2,2,2,0,0,2,1,1,2,5,10,15,"de Ruijter","Fail","2,4","Pass",NA,"Green",2016,"Arenicola","marina","Annelida","Marine","Adult","invivo",NA,15,"WoRMS",9.51890176843551,NA,"sediment","N","N","Mesocosm","Y","N","sediment filtered seawater",NA,NA,NA,NA,NA,1,22,31,3,5,0,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","HONEC",1,"chronic",1,NA,"Unclear","behavioral.sense.neuro","feeding","bioturbation",2,"organism",NA,"PLA",NA,NA,NA,"Not Reported",NA,NA,NA,NA,0.236,0.0014,0.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,NA,NA,NA,NA,4,"N","N",NA,NA,"N",NA,"N",NA,"N",NA,"unknown","N","No","Not Cleaned","N","N","particles mixed into top layer of sediment","N",NA,NA,"Y","LTH,EM","No","100µm < 1mm","Not Reported","Polylactic Acid","Annelida","Behavioral, Sensory, Neurological","Feeding","Bioturbation","Organism","In Vivo","Adult","Marine","Arenicola marina","1","Chronic","Red Criteria Failed","Red Criteria Passed","No","3",9518.90176843551,"Particle Only",NA,NA,"polydisperse",1.4,1.078,0.72226,707,544.39,364.7413,14.1317158036026,3603940.82281375,0.851852063359323,109708004.091397,NA,NA,NA,NA,NA,"Marine","Arenicola marina","Annelida"
"48",583,"Rochman","10.1021/es502569w",24,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,1,1,0,0,2,0,2,2,1,0,0,0,10,7,17,"EM,SS","Pass",NA,"Fail","B1","DellaTorre",2014,"Paracentrotus","lividus","Echinoderm","Marine","Early","invivo",NA,6,"sealifebase.org",4.0445581424139,NA,"water","N","N","Lab","Y","N","natural seawater",NA,NA,38,8.3,18,NA,NA,2,1,3,0,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1394465039,"converted",50,"reported","Y","LOEC",10,"acute",2,"increase","Clear","stress","stress","abcb1.mrnaexpression",1,"subcell","embryo","PS",1.07,1.07e-09,"estimated","sphere","negative",-7,"natural.seawater","COOH",NA,NA,NA,4e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,0.502654825,0.033510322,3.59e-11,2,"N","Y","dynamic.light.scatter","natural.seawater","Y","TEM","N",NA,"commercial","invitrogen","unknown","N","No","Not Cleaned","N","N","aggregates observed via dynamic light scattering","N",NA,NA,"N","LTH","Yes","100nm < 1µm","Sphere","Polystyrene","Echinoderm","Stress","Stress","abcb1 mRNA expression","Subcell","In Vivo","Early","Marine","Paracentrotus lividus","10","Acute","Red Criteria Passed","Red Criteria Failed","No","1-6",4044.5581424139,"Particle Only",700934580.147163,14001527158.7744,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46728972.4746326,700934580.147163,1.95246401155199e+22,"Marine","Paracentrotus lividus","Echinoderm"
"49",4030,"Jacob","10.1038/s41598-017-18849-y",123,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,1,2,0,2,0,1,1,0,0,0,0,12,4,16,"EM,SS","Pass",NA,"Fail","B1","Chae",2018,"Oryzias","sinensis","Fish","Freshwater","Adult","invivo",NA,3.1,"fishbase.org",2.18263421140497,NA,"water","N","N","Lab","Y","N","dechlorinated tap water",NA,NA,NA,NA,NA,NA,NA,7,1,8,1,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67278620200,"converted",5,"reported","Y","LOEC",10,"acute",2,"decrease","Clear","behavioral.sense.neuro","locomotion","area.traveled",1,"organism",NA,"PS",1.07,1.07e-09,"estimated","sphere","negative",NA,NA,NA,5.1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051,NA,0.008171282,6.95e-05,7.4e-14,1,"N","N",NA,NA,"Y","SEM","N",NA,"commercial","bangs.laboratories","Y","N","No","Not Cleaned","N","N","Not Evaluated","Y","confocal microscopy flourescent particles","gut","N","LTH","Yes","1nm < 100nm","Sphere","Polystyrene","Fish","Behavioral, Sensory, Neurological","Locomotion","Area Traveled","Organism","In Vivo","Adult","Freshwater","Oryzias sinensis","10","Acute","Red Criteria Passed","Red Criteria Failed","No","1-5",2182.63421140497,"Particle Only",549752578.225096,110422729729.73,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4675864.1039,549752578.225096,7.42908889493374e+24,"Freshwater","Oryzias sinensis","Fish"
"50",777,"Koelmans,Rochman","10.1016/j.ecoenv.2017.07.036",29,2,2,2,2,2,2,2,1,1,2,1,0,0,0,0,2,1,2,2,2,0,0,2,0,0,0,0,12,4,16,"EM,LTH","Pass",NA,"Pass",NA,"Gambardella",2017,"Amphibalanus","amphitrite","Crustacea","Marine","Early","invivo",NA,3,"sealifebase.org",2.11679579457252,NA,"water","N","N","Lab","Y","N","filtered seawater",NA,NA,37,NA,20,NA,NA,2,4,4,0,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3507.779287,"converted",0.01,"reported","Y",NA,10,"acute",NA,"increase","Clear","behavioral.sense.neuro","nervous.system","pche.activity",1,"subcell","whole.body","PS",1.07,1.07e-09,"estimated","sphere","negative",-53.1,"filtered.seawater",NA,1e-04,NA,NA,0.00172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,9.294087706,2.664305142,2.85e-09,2,"N","Y","dynamic.light.scatter","filtered.seawater","N",NA,"N",NA,"commercial","phosphorex","unknown","N","No","Not Cleaned","N","N","sonicated","Y","microscopy flourescent particles","gut","N","LTH","Yes","100nm < 1µm","Sphere","Polystyrene","Crustacea","Behavioral, Sensory, Neurological","Nervous System","Pseudocholinesterase Activity","Subcell","In Vivo","Early","Marine","Amphibalanus amphitrite","10","Acute","Red Criteria Passed","Red Criteria Passed","No","4-5",2116.79579457252,"Particle Only",32601.6083466681,3261083405.61404,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9345.79439135519,32601.6083466681,11439160823392332,"Marine","Amphibalanus amphitrite","Crustacea"
"51",2944,"Koelmans","10.1016/j.aquatox.2015.12.002",90,2,2,2,2,2,2,1,1,1,2,2,0,0,0,1,1,0,2,0,2,2,0,0,0,0,0,1,11,5,16,"de Ruijter","Pass",NA,"Fail","B1","Sjollema",2016,"Thalassiosira","pseudonana","Algae","Marine","Not Reported","invivo",NA,NA,NA,NA,NA,"water","N","N","Lab","Y","N","f2 medium",NA,NA,NA,NA,16,NA,NA,3,2,3,1,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57e+11,"converted",25,"reported","N",NA,1,"chronic",NA,NA,"Clear","metabolism","photosynthesis","ps2",2,"subcell",NA,"PS",1.07,1.07e-09,"estimated","sphere","negative",NA,NA,"COOH",5e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,0.007853982,6.54e-05,7e-14,1,"N","N",NA,NA,"N",NA,"N",NA,"commercial","polysciences","unknown","N","No","Not Cleaned","N","N","shaker","N",NA,NA,NA,"LTH","No","1nm < 100nm","Sphere","Polystyrene","Algae","Metabolism","Photosynthesis","Photosystem II","Subcell","In Vivo","Not Reported","Marine","Thalassiosira pseudonana","1","Chronic","Red Criteria Passed","Red Criteria Failed","No","2",NA,"Particle Only",2803871574,112199742857.143,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23347800,2803871574,4.00553082e+25,"Marine","Thalassiosira pseudonana","Algae"
"52",468,"Koelmans,Jacob","10.1016/j.marpolbul.2018.02.039",17,2,2,2,2,2,2,1,2,1,2,2,1,0,0,0,1,1,2,0,2,0,0,0,0,0,1,0,13,3,16,"de Ruijter","Pass",NA,"Fail","B1","Choi",2018,"Cyprinodon","variegatus","Fish","Marine","Early","invivo",NA,3,"fishbase.org",2.11679579457252,NA,"water","N","N","Lab","Y","N","artificial seawater",NA,"tween80",26,7.6,26,NA,NA,4,2,3,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",1694,250,NA,NA,NA,NA,NA,NA,NA,NA,1694,"reported",250,"reported","Y","HONEC",10,"acute",1,"decrease","Clear","behavioral.sense.neuro","locomotion","swim.speed",1,"organism",NA,"PE",1.025,1.03e-09,"reported","fragment",NA,NA,NA,NA,NA,NA,NA,0.055,0.006,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",55,NA,21810.4287274989,34605.4292170252,1.43e-05,3,"N","Y","microscopy",NA,"Y","microscopy","N",NA,"commercial","cospheric","unknown","N","distilled water","rinse","N","Y","detergent","Y","histology","gut","N","LTH,EM","Yes","1µm < 100µm","Fragment","Polyethylene","Fish","Behavioral, Sensory, Neurological","Locomotion","Swim Speed","Organism","In Vivo","Early","Marine","Cyprinodon variegatus","10","Acute","Red Criteria Passed","Red Criteria Failed","No","2",2116.79579457252,"Particle Only",36946866.2643832,1525204806.1188,"monodisperse",6,4.62,3.0954,350,269.5,180.565,259.562127004946,883232.237725163,67.055410235282,13310188.4899894,6.8731795491164e-05,13.6429432022392,58621597.0936406,36946866.2643832,2583696941565256,"Marine","Cyprinodon variegatus","Fish"
