"DOI","Authors","Publication Year","Species","Life Stage","Shape","Broad Endpoint Category","Specific Endpoint Category","Endpoint","Concentration (Particles/mL)","Effect Detected?"
"10.1016/j.envpol.2017.05.048","Rist",2017,"Daphnia magna","Early","Sphere","Fitness","Development","Number of Molts",136636.5981,"No"
"10.1016/j.envpol.2017.05.048","Rist",2017,"Daphnia magna","Early","Sphere","Fitness","Growth","Length",13663.65981,"No"
"10.1016/j.envpol.2017.05.048","Rist",2017,"Daphnia magna","Early","Sphere","Fitness","Growth","Length",68318.29904,"No"
"10.1016/j.envpol.2017.05.048","Rist",2017,"Daphnia magna","Early","Sphere","Fitness","Growth","Length",136636.5981,"No"
"10.3390/ijerph14070774","Straub",2017,"Gammarus fossarum","Adult","Fragment","Fitness","Body Condition","Weight Change",333.3333333,"Yes"
"10.3390/ijerph14070774","Straub",2017,"Gammarus fossarum","Adult","Fragment","Fitness","Body Condition","Weight Change",333.3333333,"Yes"
"10.1073/pnas.1519019113","Sussarellu",2016,"Crassostrea gigas","Adult","Sphere","Fitness","Body Condition","Condition Index",641.4539178,"No"
"10.1073/pnas.1519019113","Sussarellu",2016,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Oocyte Number",641.4539178,"Yes"
"10.1073/pnas.1519019113","Sussarellu",2016,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Oocyte Diameter",641.4539178,"Yes"
"10.1073/pnas.1519019113","Sussarellu",2016,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Sperm Velocity",641.4539178,"Yes"
"10.1073/pnas.1519019113","Sussarellu",2016,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Percentage of Motile Sperm",641.4539178,"No"
"10.1073/pnas.1519019113","Sussarellu",2016,"Crassostrea gigas","Early","Sphere","Fitness","Growth","Growth",641.4539178,"Yes"
"10.1021/es302332w","von Moos",2012,"Mytilus edulis","Adult","Fragment","Fitness","Mortality","Mortality",498689.0346,"No"
"10.1021/es302332w","von Moos",2012,"Mytilus edulis","Adult","Fragment","Fitness","Body Condition","Condition Index",498689.0346,"No"
"10.1016/j.envpol.2017.08.088","Vroom",2017,"Calanus finmarchicus","Adult","Sphere","Fitness","Mortality","Mortality",50,"No"
"10.1016/j.envpol.2017.08.088","Vroom",2017,"Calanus finmarchicus","Adult","Sphere","Fitness","Mortality","Mortality",500,"No"
"10.1016/j.envpol.2018.10.024","Wang",2019,"Artemia parthenogenetica","Early","Sphere","Fitness","Mortality","Mortality",1,"No"
"10.1016/j.envpol.2018.10.024","Wang",2019,"Artemia parthenogenetica","Early","Sphere","Fitness","Mortality","Mortality",10,"No"
"10.1016/j.envpol.2018.10.024","Wang",2019,"Artemia parthenogenetica","Early","Sphere","Fitness","Mortality","Mortality",100,"No"
"10.1016/j.envpol.2018.10.024","Wang",2019,"Artemia parthenogenetica","Early","Sphere","Fitness","Mortality","Mortality",1000,"No"
"10.1016/j.envpol.2018.10.024","Wang",2019,"Artemia parthenogenetica","Early","Sphere","Fitness","Mortality","Mortality",1,"No"
"10.1016/j.envpol.2018.10.024","Wang",2019,"Artemia parthenogenetica","Early","Sphere","Fitness","Mortality","Mortality",10,"No"
"10.1016/j.envpol.2018.10.024","Wang",2019,"Artemia parthenogenetica","Early","Sphere","Fitness","Mortality","Mortality",100,"No"
"10.1016/j.envpol.2018.10.024","Wang",2019,"Artemia parthenogenetica","Early","Sphere","Fitness","Mortality","Mortality",1000,"No"
"10.1016/j.envpol.2018.10.024","Wang",2019,"Artemia parthenogenetica","Early","Sphere","Fitness","Development","Instar Development Time",1,"No"
"10.1016/j.envpol.2018.10.024","Wang",2019,"Artemia parthenogenetica","Early","Sphere","Fitness","Development","Instar Development Time",10,"No"
"10.1016/j.envpol.2018.10.024","Wang",2019,"Artemia parthenogenetica","Early","Sphere","Fitness","Development","Instar Development Time",100,"No"
"10.1016/j.envpol.2018.10.024","Wang",2019,"Artemia parthenogenetica","Early","Sphere","Fitness","Development","Instar Development Time",1000,"No"
"10.1016/j.envpol.2018.10.024","Wang",2019,"Artemia parthenogenetica","Early","Sphere","Fitness","Growth","Length",1,"No"
"10.1016/j.envpol.2018.10.024","Wang",2019,"Artemia parthenogenetica","Early","Sphere","Fitness","Growth","Length",10,"No"
"10.1016/j.envpol.2018.10.024","Wang",2019,"Artemia parthenogenetica","Early","Sphere","Fitness","Growth","Length",100,"No"
"10.1016/j.envpol.2018.10.024","Wang",2019,"Artemia parthenogenetica","Early","Sphere","Fitness","Growth","Length",1000,"No"
"10.1021/acs.est.6b01187","Watts",2016,"Carcinus maenas","Adult","Sphere","Fitness","Mortality","Mortality",10000,"No"
"10.1021/acs.est.6b01187","Watts",2016,"Carcinus maenas","Adult","Sphere","Fitness","Mortality","Mortality",1e+05,"No"
"10.1021/acs.est.6b01187","Watts",2016,"Carcinus maenas","Adult","Sphere","Fitness","Mortality","Mortality",10000,"No"
"10.1021/acs.est.6b01187","Watts",2016,"Carcinus maenas","Adult","Sphere","Fitness","Mortality","Mortality",1e+05,"No"
"10.1016/j.envpol.2017.11.014","Weber",2018,"Gammarus pulex","Juvenile","Fragment","Fitness","Development","Molt Period Length",0.8,"No"
"10.1016/j.envpol.2017.11.014","Weber",2018,"Gammarus pulex","Juvenile","Fragment","Fitness","Development","Molt Period Length",7,"No"
"10.1016/j.envpol.2017.11.014","Weber",2018,"Gammarus pulex","Juvenile","Fragment","Fitness","Development","Molt Period Length",40,"No"
"10.1016/j.envpol.2017.11.014","Weber",2018,"Gammarus pulex","Juvenile","Fragment","Fitness","Development","Molt Period Length",400,"No"
"10.1016/j.envpol.2017.11.014","Weber",2018,"Gammarus pulex","Juvenile","Fragment","Fitness","Development","Molt Period Length",4000,"No"
"10.1016/j.envpol.2017.11.014","Weber",2018,"Gammarus pulex","Adult","Fragment","Fitness","Development","Molt Period Length",0.8,"No"
"10.1016/j.envpol.2017.11.014","Weber",2018,"Gammarus pulex","Adult","Fragment","Fitness","Development","Molt Period Length",7,"No"
"10.1016/j.envpol.2017.11.014","Weber",2018,"Gammarus pulex","Adult","Fragment","Fitness","Development","Molt Period Length",40,"No"
"10.1016/j.envpol.2017.11.014","Weber",2018,"Gammarus pulex","Adult","Fragment","Fitness","Development","Molt Period Length",400,"No"
"10.1016/j.envpol.2017.11.014","Weber",2018,"Gammarus pulex","Adult","Fragment","Fitness","Development","Molt Period Length",4000,"No"
"10.1016/j.envpol.2017.11.014","Weber",2018,"Gammarus pulex","Juvenile","Fragment","Fitness","Mortality","Mortality",0.8,"No"
"10.1016/j.envpol.2017.11.014","Weber",2018,"Gammarus pulex","Juvenile","Fragment","Fitness","Mortality","Mortality",7,"No"
"10.1016/j.envpol.2017.11.014","Weber",2018,"Gammarus pulex","Juvenile","Fragment","Fitness","Mortality","Mortality",40,"No"
"10.1016/j.envpol.2017.11.014","Weber",2018,"Gammarus pulex","Juvenile","Fragment","Fitness","Mortality","Mortality",400,"No"
"10.1016/j.envpol.2017.11.014","Weber",2018,"Gammarus pulex","Juvenile","Fragment","Fitness","Mortality","Mortality",4000,"No"
"10.1016/j.envpol.2017.11.014","Weber",2018,"Gammarus pulex","Adult","Fragment","Fitness","Mortality","Mortality",0.8,"No"
"10.1016/j.envpol.2017.11.014","Weber",2018,"Gammarus pulex","Adult","Fragment","Fitness","Mortality","Mortality",7,"Yes"
"10.1016/j.envpol.2017.11.014","Weber",2018,"Gammarus pulex","Adult","Fragment","Fitness","Mortality","Mortality",40,"No"
"10.1016/j.envpol.2017.11.014","Weber",2018,"Gammarus pulex","Adult","Fragment","Fitness","Mortality","Mortality",400,"Yes"
"10.1016/j.envpol.2017.11.014","Weber",2018,"Gammarus pulex","Adult","Fragment","Fitness","Mortality","Mortality",4000,"No"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","Sphere","Fitness","Body Condition","Condition Index",1000,"No"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","Sphere","Fitness","Body Condition","Viserosomatic Index",1000,"No"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","Sphere","Fitness","Body Condition","Hepatic Somatic Index",1000,"No"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","Sphere","Fitness","Growth","Body Mass",1000,"No"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","Sphere","Fitness","Growth","Weight Change",1000,"Yes"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","Sphere","Fitness","Body Condition","Condition Index",1000,"No"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","Sphere","Fitness","Body Condition","Viserosomatic Index",1000,"No"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","Sphere","Fitness","Body Condition","Hepatic Somatic Index",1000,"Yes"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","Sphere","Fitness","Growth","Body Mass",1000,"Yes"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","Sphere","Fitness","Growth","Weight Change",1000,"Yes"
"10.1016/j.jhazmat.2018.07.110","Yin",2018,"Sebastes schlegelii","Juvenile","Sphere","Fitness","Growth","Growth",1000,"Yes"
"10.1016/j.jhazmat.2018.07.110","Yin",2018,"Sebastes schlegelii","Juvenile","Sphere","Fitness","Growth","Growth Rate",1000,"Yes"
"10.1016/j.jhazmat.2018.07.110","Yin",2018,"Sebastes schlegelii","Juvenile","Sphere","Fitness","Body Condition","Condition Index",1000,"No"
"10.1016/j.jhazmat.2018.07.110","Yin",2018,"Sebastes schlegelii","Juvenile","Sphere","Fitness","Body Condition","Viserosomatic Index",1000,"No"
"10.1016/j.jhazmat.2018.07.110","Yin",2018,"Sebastes schlegelii","Juvenile","Sphere","Fitness","Body Condition","Hepatic Somatic Index",1000,"Yes"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","Sphere","Fitness","Mortality","Mortality",571172.8799,"No"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","Sphere","Fitness","Mortality","Mortality",5711728.799,"No"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","Sphere","Fitness","Mortality","Mortality",57117287.99,"No"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","Sphere","Fitness","Mortality","Mortality",571172879.9,"No"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","Sphere","Fitness","Growth","Body Mass",571172.8799,"No"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","Sphere","Fitness","Growth","Body Mass",5711728.799,"No"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","Sphere","Fitness","Growth","Body Mass",57117287.99,"No"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","Sphere","Fitness","Growth","Body Mass",571172879.9,"Yes"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","Sphere","Fitness","Growth","Growth Rate",571172.8799,"No"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","Sphere","Fitness","Growth","Growth Rate",5711728.799,"Yes"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","Sphere","Fitness","Growth","Growth Rate",57117287.99,"Yes"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","Sphere","Fitness","Growth","Growth Rate",571172879.9,"Yes"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","Sphere","Fitness","Body Condition","Hepatic Somatic Index",571172.8799,"No"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","Sphere","Fitness","Body Condition","Hepatic Somatic Index",5711728.799,"No"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","Sphere","Fitness","Body Condition","Hepatic Somatic Index",57117287.99,"Yes"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","Sphere","Fitness","Body Condition","Hepatic Somatic Index",571172879.9,"Yes"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",194,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",1937,"Yes"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Sex Ratio",194,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Sex Ratio",1937,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Time to Nauplius",194,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Time to Nauplius",1937,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Time to Maturation",194,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Time to Maturation",1937,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Number of Clutches",194,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Number of Clutches",1937,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Clutch Size",194,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Clutch Size",1937,"Yes"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Fecundity",194,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Fecundity",1937,"Yes"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",194,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",1937,"Yes"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Sex Ratio",194,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Sex Ratio",1937,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Time to Nauplius",194,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Time to Nauplius",1937,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Time to Maturation",194,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Time to Maturation",1937,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Number of Clutches",194,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Number of Clutches",1937,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Clutch Size",194,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Clutch Size",1937,"Yes"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Fecundity",194,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Fecundity",1937,"Yes"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",194,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Mortality","Mortality",1937,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Sex Ratio",194,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Sex Ratio",1937,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Time to Nauplius",194,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Time to Nauplius",1937,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Time to Maturation",194,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Development","Time to Maturation",1937,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Number of Clutches",194,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Number of Clutches",1937,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Clutch Size",194,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Clutch Size",1937,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Fecundity",194,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","Sphere","Fitness","Reproduction","Fecundity",1937,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Mortality","Mortality",17,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Mortality","Mortality",33,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Mortality","Mortality",68,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Mortality","Mortality",130,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Mortality","Mortality",270,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Mortality","Mortality",540,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Mortality","Mortality",2.1,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Mortality","Mortality",4.2,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Mortality","Mortality",8.4,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Mortality","Mortality",16,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Mortality","Mortality",33,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Mortality","Mortality",67,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Reproduction","Number of Offspring",2.1,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Reproduction","Number of Offspring",4.2,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Reproduction","Number of Offspring",8.4,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Reproduction","Number of Offspring",16,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Reproduction","Number of Offspring",33,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Reproduction","Number of Offspring",67,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Reproduction","Time to Offspring",2.1,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Reproduction","Time to Offspring",4.2,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Reproduction","Time to Offspring",8.4,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Reproduction","Time to Offspring",16,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Reproduction","Time to Offspring",33,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Reproduction","Time to Offspring",67,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Growth","Size",2.1,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Growth","Size",4.2,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Growth","Size",8.4,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Growth","Size",16,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Growth","Size",33,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Sphere","Fitness","Growth","Size",67,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Reproduction","Number of Offspring",8.6,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Reproduction","Time to Offspring",8.6,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Growth","Size",8.6,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Mortality","Mortality",1.1,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Mortality","Mortality",2.1,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Mortality","Mortality",4.3,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Mortality","Mortality",8.6,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Mortality","Mortality",17,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Mortality","Mortality",34,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Mortality","Mortality",0.27,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Mortality","Mortality",0.54,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Mortality","Mortality",1.1,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Mortality","Mortality",2.1,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Mortality","Mortality",4.3,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Mortality","Mortality",8.6,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Reproduction","Number of Offspring",0.27,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Reproduction","Number of Offspring",0.54,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Reproduction","Number of Offspring",1.1,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Reproduction","Number of Offspring",2.1,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Reproduction","Number of Offspring",4.3,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Reproduction","Time to Offspring",0.27,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Reproduction","Time to Offspring",0.54,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Reproduction","Time to Offspring",1.1,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Reproduction","Time to Offspring",2.1,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Reproduction","Time to Offspring",4.3,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Growth","Size",0.27,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Growth","Size",0.54,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Growth","Size",1.1,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Growth","Size",2.1,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","Fiber","Fitness","Growth","Size",4.3,"Yes"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","Fragment","Fitness","Mortality","Mortality",15915494.31,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","Fragment","Fitness","Mortality","Mortality",39788735.77,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","Fragment","Fitness","Mortality","Mortality",79577471.55,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","Fragment","Fitness","Development","Abnormality Occurrence",15915494.31,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","Fragment","Fitness","Development","Abnormality Occurrence",39788735.77,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","Fragment","Fitness","Development","Abnormality Occurrence",79577471.55,"No"
