"DOI","Authors","Publication Year","Species","Life Stage","Size Category","Broad Endpoint Category","Specific Endpoint Category","Endpoint","Concentration (Particles/mL)","Concentration (µg/mL)","Effect Metric"
"10.1016/j.marpolbul.2017.06.078","Ribeiro",2017,"Scrobicularia plana","Adult","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",4,1,"LOEC"
"10.1016/j.marpolbul.2017.06.078","Ribeiro",2017,"Scrobicularia plana","Adult","1µm < 100µm","Metabolism","Oxidative Stress","DNA Damage",4,1,"LOEC"
"10.1016/j.marpolbul.2017.06.078","Ribeiro",2017,"Scrobicularia plana","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Lipid Peroxidation",4,1,"LOEC"
"10.1016/j.marpolbul.2017.06.078","Ribeiro",2017,"Scrobicularia plana","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",4,1,"LOEC"
"10.1016/j.marpolbul.2017.06.078","Ribeiro",2017,"Scrobicularia plana","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Catalase Activity",4,1,"LOEC"
"10.1016/j.marpolbul.2017.06.078","Ribeiro",2017,"Scrobicularia plana","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",4,1,"LOEC"
"10.1016/j.marpolbul.2017.06.078","Ribeiro",2017,"Scrobicularia plana","Adult","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",4,1,"LOEC"
"10.1016/j.marpolbul.2017.06.078","Ribeiro",2017,"Scrobicularia plana","Adult","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","AcHE Activity",4,1,"LOEC"
"10.1016/j.marpolbul.2017.06.078","Ribeiro",2017,"Scrobicularia plana","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Lipid Peroxidation",4,1,"LOEC"
"10.1016/j.envpol.2017.05.048","Rist",2017,"Daphnia magna","Early","1nm < 100nm","Behavioral, Sensory, Neurological","Feeding","Feeding Rate",2121491337,1,"LOEC"
"10.1016/j.envpol.2017.05.048","Rist",2017,"Daphnia magna","Early","1µm < 100µm","Behavioral, Sensory, Neurological","Feeding","Feeding Rate",136636.5981,1,"LOEC"
"10.1016/j.envpol.2019.04.142","Seoane",2019,"Chaetoceros neogracile","Not Reported","1µm < 100µm","Stress","Stress","Esterase Activity",127853.1596,2.5,"LOEC"
"10.1016/j.envpol.2019.04.142","Seoane",2019,"Chaetoceros neogracile","Not Reported","1µm < 100µm","Metabolism","Lipid Metabolism","Lipid Content",127853.1596,2.5,"LOEC"
"10.1016/j.envpol.2019.04.142","Seoane",2019,"Chaetoceros neogracile","Not Reported","1µm < 100µm","Fitness","Growth","Growth Rate",54500.20487,2.5,"LOEC"
"10.1016/j.envpol.2019.04.142","Seoane",2019,"Chaetoceros neogracile","Not Reported","1µm < 100µm","Stress","Stress","Esterase Activity",54500.20487,2.5,"LOEC"
"10.1016/j.envpol.2019.04.142","Seoane",2019,"Chaetoceros neogracile","Not Reported","1µm < 100µm","Metabolism","Lipid Metabolism","Lipid Content",54500.20487,2.5,"LOEC"
"10.1073/pnas.1519019113","Sussarellu",2016,"Crassostrea gigas","Adult","1µm < 100µm","Behavioral, Sensory, Neurological","Feeding","Agal Consumption",641.4539178,0.023,"LOEC"
"10.1073/pnas.1519019113","Sussarellu",2016,"Crassostrea gigas","Adult","1µm < 100µm","Metabolism","General Metabolism","Absorption Efficiency",641.4539178,0.023,"LOEC"
"10.1073/pnas.1519019113","Sussarellu",2016,"Crassostrea gigas","Adult","1µm < 100µm","Circulatory, Respiratory","Blood","Hyalinocyte Size",641.4539178,0.023,"LOEC"
"10.1073/pnas.1519019113","Sussarellu",2016,"Crassostrea gigas","Adult","1µm < 100µm","Immune","Immune Cells","Granulocyte Size",641.4539178,0.023,"LOEC"
"10.1073/pnas.1519019113","Sussarellu",2016,"Crassostrea gigas","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Hylaniocyte Oxidative Activity",641.4539178,0.023,"LOEC"
"10.1073/pnas.1519019113","Sussarellu",2016,"Crassostrea gigas","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Granulocyte Oxidative Activity",641.4539178,0.023,"LOEC"
"10.1073/pnas.1519019113","Sussarellu",2016,"Crassostrea gigas","Adult","1µm < 100µm","Fitness","Reproduction","Oocyte Number",641.4539178,0.023,"LOEC"
"10.1073/pnas.1519019113","Sussarellu",2016,"Crassostrea gigas","Adult","1µm < 100µm","Fitness","Reproduction","Oocyte Diameter",641.4539178,0.023,"LOEC"
"10.1073/pnas.1519019113","Sussarellu",2016,"Crassostrea gigas","Adult","1µm < 100µm","Fitness","Reproduction","Sperm Velocity",641.4539178,0.023,"LOEC"
"10.1073/pnas.1519019113","Sussarellu",2016,"Crassostrea gigas","Early","1µm < 100µm","Fitness","Growth","Growth",641.4539178,0.023,"LOEC"
"10.1021/es302332w","von Moos",2012,"Mytilus edulis","Adult","1µm < 100µm","Alimentary, Excretory","Digestive Tract Histological Abnormalities","Digestive Tract Histology",498689.0346,2500,"LOEC"
"10.1021/es302332w","von Moos",2012,"Mytilus edulis","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Lysosomal Membrane Stability",498689.0346,2500,"LOEC"
"10.1016/j.envpol.2018.10.024","Wang",2019,"Artemia parthenogenetica","Early","1µm < 100µm","Alimentary, Excretory","Digestive Tract Histological Abnormalities","Digestive Tract Histology",10,0.0055,"LOEC"
"10.1021/acs.est.6b01187","Watts",2016,"Carcinus maenas","Adult","1µm < 100µm","Circulatory, Respiratory","Respiration","Oxygen Consumption",10000,2.868483532,"NOEC"
"10.1021/acs.est.6b01187","Watts",2016,"Carcinus maenas","Adult","1µm < 100µm","Circulatory, Respiratory","Respiration","Oxygen Consumption",1e+05,28.68483532,"LOEC"
"10.1021/acs.est.6b01187","Watts",2016,"Carcinus maenas","Adult","1µm < 100µm","Circulatory, Respiratory","Blood","Ion Exchange (Sodium)",10000,2.868483532,"NOEC"
"10.1021/acs.est.6b01187","Watts",2016,"Carcinus maenas","Adult","1µm < 100µm","Circulatory, Respiratory","Blood","Ion Exchange (Sodium)",1e+05,28.68483532,"LOEC"
"10.1021/acs.est.6b01187","Watts",2016,"Carcinus maenas","Adult","1µm < 100µm","Circulatory, Respiratory","Blood","Ion Exchange (Calcium)",10000,2.868483532,"NOEC"
"10.1021/acs.est.6b01187","Watts",2016,"Carcinus maenas","Adult","1µm < 100µm","Circulatory, Respiratory","Blood","Ion Exchange (Calcium)",1e+05,28.68483532,"LOEC"
"10.1021/acs.est.6b01187","Watts",2016,"Carcinus maenas","Adult","1µm < 100µm","Circulatory, Respiratory","Blood","Haemocyanin Concentration",10000,2.868483532,"LOEC"
"10.1021/acs.est.6b01187","Watts",2016,"Carcinus maenas","Adult","1µm < 100µm","Circulatory, Respiratory","Respiration","Oxygen Consumption",10000,2.868483532,"LOEC"
"10.1021/acs.est.6b01187","Watts",2016,"Carcinus maenas","Adult","1µm < 100µm","Circulatory, Respiratory","Blood","Ion Exchange (Sodium)",10000,2.868483532,"LOEC"
"10.1021/acs.est.6b01187","Watts",2016,"Carcinus maenas","Adult","1µm < 100µm","Circulatory, Respiratory","Blood","Ion Exchange (Calcium)",10000,2.868483532,"LOEC"
"10.1021/acs.est.6b01187","Watts",2016,"Carcinus maenas","Adult","1µm < 100µm","Circulatory, Respiratory","Blood","Ion Exchange (Potassium)",10000,2.868483532,"LOEC"
"10.1002/etc.1984","Wegner",2012,"Mytilus edulis","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Feeding","Filter Feeding",6.39e+18,100,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","100nm < 1µm","Behavioral, Sensory, Neurological","Shoaling","Distance Between Fish",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","100nm < 1µm","Circulatory, Respiratory","Respiration","Oxygen Consumption",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","100nm < 1µm","Alimentary, Excretory","Ammonia Excretion","Ammonia Concentration",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","100nm < 1µm","Metabolism","General Metabolism","Liver Protein",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","100nm < 1µm","Metabolism","Lipid Metabolism","Lipid Content",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","100nm < 1µm","Fitness","Growth","Weight Change",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","100nm < 1µm","Metabolism","General Metabolism","Gross Energy",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","100nm < 1µm","Metabolism","Lipid Metabolism","Lipid Content",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Shoaling","Distance Between Fish",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Locomotion","Swim Speed",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Boldness","Percentage of Tank Used",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","1µm < 100µm","Circulatory, Respiratory","Respiration","Oxygen Consumption",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","1µm < 100µm","Alimentary, Excretory","Ammonia Excretion","Ammonia Concentration",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","1µm < 100µm","Alimentary, Excretory","Gall Bladder Histological Abnormalities","Gall Bladder Histology",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","1µm < 100µm","Alimentary, Excretory","Liver Histological Abnormalities","Liver Histology",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","1µm < 100µm","Alimentary, Excretory","Digestive Tract Histological Abnormalities","Digestive Tract Histology",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","1µm < 100µm","Fitness","Body Condition","Hepatic Somatic Index",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","1µm < 100µm","Metabolism","General Metabolism","Liver Protein",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","1µm < 100µm","Metabolism","Lipid Metabolism","Lipid Content",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","1µm < 100µm","Fitness","Growth","Body Mass",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","1µm < 100µm","Fitness","Growth","Weight Change",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","1µm < 100µm","Metabolism","General Metabolism","Gross Energy",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","1µm < 100µm","Metabolism","General Metabolism","Curde Protein",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2019.120861","Yin",2019,"Sebastes schlegelii","Juvenile","1µm < 100µm","Metabolism","Lipid Metabolism","Lipid Content",1000,0.19,"LOEC"
"10.1016/j.jhazmat.2018.07.110","Yin",2018,"Sebastes schlegelii","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Feeding","Feeding Time",1000,1.890846078,"LOEC"
"10.1016/j.jhazmat.2018.07.110","Yin",2018,"Sebastes schlegelii","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Feeding","Foraging Time",1000,1.890846078,"LOEC"
"10.1016/j.jhazmat.2018.07.110","Yin",2018,"Sebastes schlegelii","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Shoaling","Distance Between Fish",1000,1.890846078,"LOEC"
"10.1016/j.jhazmat.2018.07.110","Yin",2018,"Sebastes schlegelii","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Locomotion","Swim Speed",1000,1.890846078,"LOEC"
"10.1016/j.jhazmat.2018.07.110","Yin",2018,"Sebastes schlegelii","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Boldness","Percentage of Tank Used",1000,1.890846078,"LOEC"
"10.1016/j.jhazmat.2018.07.110","Yin",2018,"Sebastes schlegelii","Juvenile","1µm < 100µm","Alimentary, Excretory","Gall Bladder Histological Abnormalities","Gall Bladder Histology",1000,1.890846078,"LOEC"
"10.1016/j.jhazmat.2018.07.110","Yin",2018,"Sebastes schlegelii","Juvenile","1µm < 100µm","Alimentary, Excretory","Gall Bladder Histological Abnormalities","Gall Bladder Histology",1000,1.890846078,"LOEC"
"10.1016/j.jhazmat.2018.07.110","Yin",2018,"Sebastes schlegelii","Juvenile","1µm < 100µm","Alimentary, Excretory","Gall Bladder Histological Abnormalities","Gall Bladder Histology",1000,1.890846078,"LOEC"
"10.1016/j.jhazmat.2018.07.110","Yin",2018,"Sebastes schlegelii","Juvenile","1µm < 100µm","Fitness","Growth","Growth",1000,1.890846078,"LOEC"
"10.1016/j.jhazmat.2018.07.110","Yin",2018,"Sebastes schlegelii","Juvenile","1µm < 100µm","Fitness","Growth","Growth Rate",1000,1.890846078,"LOEC"
"10.1016/j.jhazmat.2018.07.110","Yin",2018,"Sebastes schlegelii","Juvenile","1µm < 100µm","Fitness","Body Condition","Hepatic Somatic Index",1000,1.890846078,"LOEC"
"10.1016/j.jhazmat.2018.07.110","Yin",2018,"Sebastes schlegelii","Juvenile","1µm < 100µm","Metabolism","General Metabolism","Gross Energy",1000,1.890846078,"LOEC"
"10.1016/j.jhazmat.2018.07.110","Yin",2018,"Sebastes schlegelii","Juvenile","1µm < 100µm","Metabolism","General Metabolism","Curde Protein",1000,1.890846078,"LOEC"
"10.1016/j.jhazmat.2018.07.110","Yin",2018,"Sebastes schlegelii","Juvenile","1µm < 100µm","Metabolism","Lipid Metabolism","Lipid Content",1000,1.890846078,"LOEC"
"10.1016/j.jhazmat.2018.07.110","Yin",2018,"Sebastes schlegelii","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","Brain Water Content",1000,1.890846078,"LOEC"
"10.1016/j.jhazmat.2018.07.110","Yin",2018,"Sebastes schlegelii","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","Brain Mass Index",1000,1.890846078,"LOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Fitness","Growth","Body Mass",57117287.99,4,"NOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Fitness","Growth","Body Mass",571172879.9,40,"LOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Fitness","Growth","Growth Rate",571172.8799,0.04,"NOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Fitness","Growth","Growth Rate",5711728.799,0.4,"LOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Fitness","Body Condition","Hepatic Somatic Index",5711728.799,0.4,"NOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Fitness","Body Condition","Hepatic Somatic Index",57117287.99,4,"LOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Behavioral, Sensory, Neurological","Nervous System","AcHE Activity",571172.8799,0.04,"LOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Metabolism","Oxidative Stress","Glutamic Oxaloacetic Transaminase Activity",571172.8799,0.04,"LOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Metabolism","Oxidative Stress","Glutamic Pyruvic Transaminase Activity",571172.8799,0.04,"LOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",571172.8799,0.04,"LOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",571172.8799,0.04,"LOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Metabolism","Oxidative Stress","Catalase Activity",571172.8799,0.04,"LOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",571172.8799,0.04,"LOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",571172.8799,0.04,"LOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Metabolism","Oxidative Stress","Malondialdehyde Concentration",571172.8799,0.04,"NOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Metabolism","Oxidative Stress","Malondialdehyde Concentration",5711728.799,0.4,"LOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Metabolism","Oxidative Stress","sod mRNA expression",571172.8799,0.04,"LOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Metabolism","Oxidative Stress","Catalase mRNA expression",571172.8799,0.04,"LOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Metabolism","Oxidative Stress","Glutathione Peroxidase mRNA expression",571172.8799,0.04,"LOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Metabolism","Detoxification","Glutathione S-Transferase mRNA expression",571172.8799,0.04,"LOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Stress","Stress","p38 mRNA expression",5711728.799,0.4,"NOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Stress","Stress","p38 mRNA expression",57117287.99,4,"LOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Stress","Stress","erk mRNA expression",571172.8799,0.04,"LOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Stress","Stress","akt mRNA expression",571172.8799,0.04,"LOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Stress","Stress","jnk mRNA expression",57117287.99,4,"NOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Stress","Stress","jnk mRNA expression",571172879.9,40,"LOEC"
"10.1016/j.aquatox.2018.04.015","Yu",2018,"Eriocheir sinensis","Juvenile","100nm < 1µm","Stress","Stress","mek mRNA expression",571172.8799,0.04,"LOEC"
"10.1016/j.envpol.2016.11.005","Zhang",2017,"Skeletonema costatum","Not Reported","1µm < 100µm","Fitness","Growth","Cell Density",1364185.227,1,"LOEC"
"10.1016/j.envpol.2016.11.005","Zhang",2017,"Skeletonema costatum","Not Reported","1µm < 100µm","Fitness","Growth","Chlorophyll",6820926.133,5,"LOEC"
"10.1016/j.envpol.2016.11.005","Zhang",2017,"Skeletonema costatum","Not Reported","1µm < 100µm","Metabolism","Photosynthesis","Photosystem II",6820926.133,5,"LOEC"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Mortality","Mortality",194,0.023,"NOEC"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Mortality","Mortality",1937,0.23,"LOEC"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Clutch Size",194,0.023,"NOEC"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Clutch Size",1937,0.23,"LOEC"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Fecundity",194,0.023,"NOEC"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Fecundity",1937,0.23,"LOEC"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Mortality","Mortality",194,0.023,"NOEC"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Mortality","Mortality",1937,0.23,"LOEC"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Clutch Size",194,0.023,"NOEC"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Clutch Size",1937,0.23,"LOEC"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Fecundity",194,0.023,"NOEC"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Fecundity",1937,0.23,"LOEC"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Fitness","Growth","Algal Density",71263407.35,50,"NOEC"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Fitness","Growth","Algal Density",142526814.7,100,"LOEC"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Metabolism","Photosynthesis","Inhibitory Rate",7126340.735,5,"LOEC"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Fitness","Growth","Chlorophyll",7126340.735,5,"LOEC"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Mortality","Mortality",130,4,"NOEC"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Mortality","Mortality",270,8,"LOEC"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Mortality","Mortality",33,1,"NOEC"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Mortality","Mortality",67,2,"LOEC"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Mortality","Mortality",74,2.2,"LC50"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",16,0.5,"NOEC"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",33,1,"LOEC"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",32,0.958,"EC50"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Growth","Size",33,1,"NOEC"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Growth","Size",67,2,"LOEC"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",3.5,0.429,"EC50"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Mortality","Mortality",4.3,0.5,"NOEC"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Mortality","Mortality",8.6,1,"LOEC"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Mortality","Mortality",4.3,0.5,"NOEC"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Mortality","Mortality",8.6,1,"LOEC"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Mortality","Mortality",13,1.5,"LC50"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Reproduction","Number of Offspring",0.27,0.03125,"NOEC"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Reproduction","Number of Offspring",0.54,0.0625,"LOEC"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Growth","Size",2.1,0.25,"NOEC"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Growth","Size",4.3,0.5,"LOEC"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Mortality",79577.47155,0.1,"NOEC"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Mortality",795774.7155,1,"LOEC"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Immobilization",7957.747155,0.01,"LOEC"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Tigriopus fulvus","Early","1µm < 100µm","Fitness","Mortality","Mortality",79577.47155,0.1,"NOEC"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Tigriopus fulvus","Early","1µm < 100µm","Fitness","Mortality","Mortality",795774.7155,1,"LOEC"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",2953390.697,30,"NOEC"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",9844635.655,100,"LOEC"
