"DOI","Authors","Publication Year","Species","Life Stage","Size Category","Broad Endpoint Category","Specific Endpoint Category","Endpoint","Concentration (Particles/mL)","Concentration (µg/mL)","Effect Detected?"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Development","Time to Nauplius",1937,0.23,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Development","Time to Maturation",194,0.023,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Development","Time to Maturation",1937,0.23,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",194,0.023,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",1937,0.23,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Clutch Size",194,0.023,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Clutch Size",1937,0.23,"Yes"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Fecundity",194,0.023,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Fecundity",1937,0.23,"Yes"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Mortality","Mortality",194,0.023,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Mortality","Mortality",1937,0.23,"Yes"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Development","Sex Ratio",194,0.023,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Development","Sex Ratio",1937,0.23,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Development","Time to Nauplius",194,0.023,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Development","Time to Nauplius",1937,0.23,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Development","Time to Maturation",194,0.023,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Development","Time to Maturation",1937,0.23,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",194,0.023,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",1937,0.23,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Clutch Size",194,0.023,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Clutch Size",1937,0.23,"Yes"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Fecundity",194,0.023,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Fecundity",1937,0.23,"Yes"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Mortality","Mortality",194,0.023,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Mortality","Mortality",1937,0.23,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Development","Sex Ratio",194,0.023,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Development","Sex Ratio",1937,0.23,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Development","Time to Nauplius",194,0.023,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Development","Time to Nauplius",1937,0.23,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Development","Time to Maturation",194,0.023,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Development","Time to Maturation",1937,0.23,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",194,0.023,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",1937,0.23,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Clutch Size",194,0.023,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Clutch Size",1937,0.23,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Fecundity",194,0.023,"No"
"10.1021/acs.est.9b02525","Zhang",2019,"Tigriopus japonicus","Early","1µm < 100µm","Fitness","Reproduction","Fecundity",1937,0.23,"No"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Fitness","Growth","Algal Density",7126340.735,5,"No"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Fitness","Growth","Algal Density",35631703.68,25,"No"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Fitness","Growth","Algal Density",71263407.35,50,"No"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Fitness","Growth","Algal Density",142526814.7,100,"Yes"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Metabolism","Photosynthesis","Inhibitory Rate",7126340.735,5,"Yes"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Metabolism","Photosynthesis","Inhibitory Rate",35631703.68,25,"Yes"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Metabolism","Photosynthesis","Inhibitory Rate",71263407.35,50,"Yes"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Metabolism","Photosynthesis","Inhibitory Rate",142526814.7,100,"Yes"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Fitness","Growth","Growth Rate",7126340.735,5,"No"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Fitness","Growth","Growth Rate",35631703.68,25,"No"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Fitness","Growth","Growth Rate",71263407.35,50,"No"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Fitness","Growth","Growth Rate",142526814.7,100,"No"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Fitness","Growth","Chlorophyll",7126340.735,5,"Yes"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Fitness","Growth","Chlorophyll",35631703.68,25,"No"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Fitness","Growth","Chlorophyll",71263407.35,50,"Yes"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Fitness","Growth","Chlorophyll",142526814.7,100,"Yes"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Metabolism","Photosynthesis","fv/fm",7126340.735,5,"No"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Metabolism","Photosynthesis","fv/fm",35631703.68,25,"No"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Metabolism","Photosynthesis","fv/fm",71263407.35,50,"No"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Metabolism","Photosynthesis","fv/fm",142526814.7,100,"No"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Metabolism","Photosynthesis","Photosystem II",7126340.735,5,"No"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Metabolism","Photosynthesis","Photosystem II",35631703.68,25,"No"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Metabolism","Photosynthesis","Photosystem II",71263407.35,50,"No"
"10.1016/j.envpol.2019.01.114","Zhao",2019,"Karenia mikimotoi","Not Reported","1µm < 100µm","Metabolism","Photosynthesis","Photosystem II",142526814.7,100,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Mortality","Mortality",17,0.5,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Mortality","Mortality",33,1,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Mortality","Mortality",68,2,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Mortality","Mortality",130,4,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Mortality","Mortality",270,8,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Mortality","Mortality",540,16,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Mortality","Mortality",2.1,0.0625,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Mortality","Mortality",4.2,0.125,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Mortality","Mortality",8.4,0.25,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Mortality","Mortality",16,0.5,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Mortality","Mortality",33,1,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Mortality","Mortality",67,2,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",2.1,0.0625,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",4.2,0.125,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",8.4,0.25,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",16,0.5,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",33,1,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",67,2,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",2.1,0.0625,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",4.2,0.125,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",8.4,0.25,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",16,0.5,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",33,1,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",67,2,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Growth","Size",2.1,0.0625,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Growth","Size",4.2,0.125,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Growth","Size",8.4,0.25,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Growth","Size",16,0.5,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Growth","Size",33,1,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Growth","Size",67,2,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",8.6,1,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",8.6,1,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Growth","Size",8.6,1,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Mortality","Mortality",1.1,0.125,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Mortality","Mortality",2.1,0.25,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Mortality","Mortality",4.3,0.5,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Mortality","Mortality",8.6,1,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Mortality","Mortality",17,2,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Mortality","Mortality",34,4,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Mortality","Mortality",0.27,0.03125,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Mortality","Mortality",0.54,0.0625,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Mortality","Mortality",1.1,0.125,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Mortality","Mortality",2.1,0.25,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Mortality","Mortality",4.3,0.5,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Mortality","Mortality",8.6,1,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Reproduction","Number of Offspring",0.27,0.03125,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Reproduction","Number of Offspring",0.54,0.0625,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Reproduction","Number of Offspring",1.1,0.125,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Reproduction","Number of Offspring",2.1,0.25,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Reproduction","Number of Offspring",4.3,0.5,"Yes"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Reproduction","Time to Offspring",0.27,0.03125,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Reproduction","Time to Offspring",0.54,0.0625,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Reproduction","Time to Offspring",1.1,0.125,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Reproduction","Time to Offspring",2.1,0.25,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Reproduction","Time to Offspring",4.3,0.5,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Growth","Size",0.27,0.03125,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Growth","Size",0.54,0.0625,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Growth","Size",1.1,0.125,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Growth","Size",2.1,0.25,"No"
"10.1021/acs.est.7b03574","Ziajahromi",2017,"Ceriodaphnia dubia","Early","100µm < 1mm","Fitness","Growth","Size",4.3,0.5,"Yes"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Mortality",7957.747155,0.01,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Mortality",79577.47155,0.1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Mortality",795774.7155,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Mortality",7957747.155,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Immobilization",7957.747155,0.01,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Immobilization",79577.47155,0.1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Immobilization",795774.7155,1,"Yes"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Immobilization",7957747.155,10,"Yes"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",15915494.31,20,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",39788735.77,50,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",79577471.55,100,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Abnormality Occurrence",15915494.31,20,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Abnormality Occurrence",39788735.77,50,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Abnormality Occurrence",79577471.55,100,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Percentage of Veliger Larvae",15915494.31,20,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Percentage of Veliger Larvae",39788735.77,50,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Percentage of Veliger Larvae",79577471.55,100,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Tigriopus fulvus","Early","1µm < 100µm","Fitness","Mortality","Mortality",7957.747155,0.01,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Tigriopus fulvus","Early","1µm < 100µm","Fitness","Mortality","Mortality",79577.47155,0.1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Tigriopus fulvus","Early","1µm < 100µm","Fitness","Mortality","Mortality",795774.7155,1,"Yes"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Tigriopus fulvus","Early","1µm < 100µm","Fitness","Mortality","Mortality",7957747.155,10,"Yes"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Acartia clausi","Early","1µm < 100µm","Fitness","Mortality","Mortality",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Acartia clausi","Early","1µm < 100µm","Fitness","Mortality","Mortality",295339.0697,3,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Acartia clausi","Early","1µm < 100µm","Fitness","Mortality","Mortality",984463.5655,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Acartia clausi","Early","1µm < 100µm","Fitness","Mortality","Mortality",2953390.697,30,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Acartia clausi","Early","1µm < 100µm","Fitness","Mortality","Mortality",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Acartia clausi","Early","1µm < 100µm","Fitness","Mortality","Mortality",984463.5655,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Acartia clausi","Early","1µm < 100µm","Fitness","Mortality","Mortality",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Acartia clausi","Early","1µm < 100µm","Fitness","Mortality","Mortality",984463.5655,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Immobilization",984.4635655,0.01,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Immobilization",9844.635655,0.1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Immobilization",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Immobilization",984463.5655,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Immobilization",984.4635655,0.01,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Immobilization",9844.635655,0.1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Immobilization",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Immobilization",984463.5655,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Immobilization",984.4635655,0.01,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Immobilization",9844.635655,0.1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Immobilization",98446.35655,1,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Brachionus plicatilis","Early","1µm < 100µm","Fitness","Mortality","Immobilization",984463.5655,10,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",1968927.131,20,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",4922317.828,50,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",9844635.655,100,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Abnormality Occurrence",1968927.131,20,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Abnormality Occurrence",4922317.828,50,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Abnormality Occurrence",9844635.655,100,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Percentage of Veliger Larvae",1968927.131,20,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Percentage of Veliger Larvae",4922317.828,50,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Development","Percentage of Veliger Larvae",9844635.655,100,"No"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Mytilus galloprovincialis","Early","1µm < 100µm","Fitness","Mortality","Mortality",98446.35655,1,"No"
